State,Year_Built,Square_Footage,CLUE_Loss_Count,Credit_Score,Construction_Type,Protection_Class,AOI,Deductible,Territory,Roof_Age_Applicant,Fire_Alarm,Burglar_Alarm,Roof_Vulnerability_Satellite,Wildfire_Exposure_Daily,Water_Loss_Recency_Months,RCV_Appraised,Fire_Hydrant_Distance,Tree_Canopy_Density,Crime_Severity_Index,Pluvial_Flood_Depth,Building_Code_Compliance,Slope_Steepness,Attic_Ventilation,Hail_Frequency,Soil_Liquefaction_Risk,Dwelling_Age,RCV_Overstatement,Credit_Score_Suppressed,Risk_Tier,Expected_Pure_Premium,Claim_Count,Claim_Amount
FL,2010,1765.0,0,758.0,Masonry,7,334091.0,500,Suburban,19,True,False,0.0,29.49,120,399080.0,0.684,17.2,33.78,2.34,99,8.09,Excellent,0,Low,16,0.0,False,Low,670.43,0,0.0
TX,1962,2373.0,0,850.0,Masonry,1,499990.0,5000,Urban,30,False,True,12.99,1.67,120,373732.0,1.953,38.49,48.09,1.28,87,16.37,Adequate,1,Low,64,126258.0,False,Low,906.22,0,0.0
Other,1953,2162.0,0,837.0,Frame,7,445728.0,2000,Suburban,30,False,False,7.11,6.58,120,295008.0,0.585,24.71,57.31,10.52,48,12.8,Adequate,1,Low,73,150720.0,False,Moderate,1596.81,0,0.0
WA,1987,3401.0,0,607.0,Fire Resistive,2,1066740.0,1000,Suburban,25,False,True,16.89,31.43,120,606266.0,0.125,36.9,49.5,16.69,89,6.56,Excellent,0,Low,39,460474.0,False,High,5587.54,0,0.0
CO,2006,3149.0,0,840.0,Frame,9,639224.0,1000,Suburban,14,False,True,23.36,3.35,120,569389.0,0.768,32.22,33.73,4.08,79,10.35,Adequate,4,Low,20,69835.0,False,Elevated,3441.7,0,0.0
Other,1962,1635.0,0,744.0,Frame,4,321397.0,1000,Suburban,19,False,False,26.32,0.83,120,344869.0,6.829,12.69,36.81,1.09,44,3.45,Adequate,2,Low,64,0.0,False,Moderate,1546.07,0,0.0
FL,1989,1985.0,0,846.0,Frame,6,419791.0,2000,Suburban,13,False,False,27.61,6.84,120,300705.0,0.415,53.44,61.63,15.88,60,1.54,Excellent,0,Low,37,119086.0,False,Moderate,1633.17,0,0.0
GA,1960,2277.0,1,635.0,Frame,6,683787.0,5000,Urban,26,True,True,11.23,9.21,22,430020.0,0.273,29.42,51.43,1.11,61,9.4,Poor,1,Moderate,66,253767.0,False,Elevated,2626.38,0,0.0
NY,1995,1347.0,0,850.0,Frame,9,246995.0,1000,Suburban,20,False,False,28.31,19.53,120,219250.0,2.354,12.44,54.6,6.13,90,6.28,Adequate,0,High,31,27745.0,False,Low,734.26,0,0.0
WA,1964,1020.0,1,523.0,Frame,5,150514.0,1000,Rural,29,False,False,4.78,8.08,13,121341.0,0.567,57.52,43.74,1.66,74,40.18,Adequate,1,High,62,29173.0,False,Low,571.82,0,0.0
GA,2023,2659.0,1,672.0,Frame,4,498800.0,1000,Urban,4,True,False,26.29,7.46,34,446523.0,0.507,44.53,58.32,14.87,99,3.18,Poor,2,Moderate,3,52277.0,False,Moderate,1318.8,0,0.0
NY,1965,2808.0,0,669.0,Frame,8,706229.0,500,Suburban,9,True,False,13.97,7.38,120,651326.0,1.262,10.46,95.7,1.37,34,2.39,Adequate,0,Moderate,61,54903.0,False,High,3774.34,0,0.0
TX,1951,3122.0,0,850.0,Frame,9,621927.0,1000,Rural,30,True,False,25.59,13.82,120,542131.0,0.466,40.54,47.13,1.03,35,6.84,Adequate,1,High,75,79796.0,False,Elevated,2407.34,0,0.0
TX,1990,3213.0,1,637.0,Frame,1,565555.0,5000,Suburban,17,False,False,8.3,38.35,24,529418.0,0.521,53.2,32.09,8.36,51,9.37,Adequate,2,Low,36,36137.0,False,Moderate,1891.77,0,0.0
TX,1956,2065.0,1,627.0,Frame,1,493490.0,2000,Rural,22,False,False,32.6,0.05,10,368902.0,0.183,11.51,23.15,0.68,36,0.64,Excellent,6,High,70,124588.0,False,Elevated,3341.75,0,0.0
TX,2013,2876.0,1,810.0,Frame,5,430723.0,1000,Urban,23,False,True,19.96,52.59,7,523045.0,0.24,72.49,50.42,1.15,98,0.95,Excellent,6,Low,13,0.0,False,Elevated,2643.83,0,0.0
FL,1993,3016.0,1,565.0,Frame,5,946431.0,1000,Urban,16,False,True,9.73,17.47,10,542289.0,0.484,42.03,20.81,32.69,79,4.01,Excellent,0,Low,33,404142.0,False,High,5277.67,0,0.0
NY,1981,2305.0,0,644.0,Frame,4,481742.0,2000,Urban,15,False,False,25.37,0.0,120,542031.0,0.894,31.37,56.22,0.75,66,7.75,Adequate,2,Low,45,0.0,False,Moderate,1239.95,1,22157.58
CA,1989,3264.0,0,700.0,Frame,3,798650.0,2000,Urban,24,False,False,21.52,12.1,120,758217.0,0.528,35.61,64.33,12.07,92,1.27,Poor,1,Low,37,40433.0,True,Moderate,1820.79,0,0.0
GA,1974,1027.0,0,708.0,Masonry,4,288630.0,1000,Suburban,24,False,False,10.38,3.36,120,197650.0,0.849,15.66,13.19,1.18,86,8.24,Adequate,0,Low,52,90980.0,False,Low,663.6,0,0.0
CA,1952,3073.0,0,700.0,Fire Resistive,5,870545.0,2000,Suburban,30,True,True,12.3,21.24,120,548961.0,1.145,16.98,49.41,9.72,73,1.74,Adequate,0,Low,74,321584.0,True,High,4066.84,0,0.0
CA,1955,1687.0,1,700.0,Frame,5,289662.0,500,Urban,26,False,False,35.17,40.49,34,320105.0,0.401,48.67,66.41,0.94,41,23.35,Poor,1,Low,71,0.0,True,Elevated,2712.49,0,0.0
CA,1980,1476.0,0,700.0,Masonry,4,268709.0,1000,Suburban,17,False,False,20.96,47.86,120,228964.0,0.277,55.75,62.04,1.68,61,7.54,Adequate,0,Low,46,39745.0,True,Low,818.86,0,0.0
Other,1976,2918.0,0,672.0,Fire Resistive,6,764994.0,2000,Urban,24,False,False,6.2,0.01,120,639189.0,0.601,11.06,19.43,2.37,81,19.38,Excellent,1,Low,50,125805.0,False,Moderate,1925.62,1,18941.4
NY,1957,3013.0,2,696.0,Frame,6,560897.0,1000,Suburban,30,True,False,25.46,4.55,31,356833.0,0.919,32.77,46.05,1.29,61,0.0,Excellent,0,Low,69,204064.0,False,Elevated,3007.97,0,0.0
TX,2022,2493.0,1,717.0,Frame,7,697336.0,1000,Rural,3,False,True,10.1,9.85,19,472460.0,0.541,13.53,60.58,1.66,98,25.49,Poor,3,Low,4,224876.0,False,Moderate,1915.91,0,0.0
CA,1989,1863.0,0,700.0,Frame,1,409702.0,5000,Suburban,19,True,False,1.0,51.79,120,393113.0,0.441,30.96,48.77,0.61,88,12.41,Adequate,0,Low,37,16589.0,True,Low,903.5,0,0.0
FL,1975,2761.0,0,693.0,Frame,6,502009.0,1000,Urban,26,True,False,8.51,28.72,120,420499.0,0.331,39.0,36.31,16.29,61,2.72,Excellent,0,Moderate,51,81510.0,False,Moderate,1641.32,0,0.0
Other,1992,2462.0,0,718.0,Fire Resistive,4,479652.0,1000,Suburban,21,False,False,22.87,2.84,120,417121.0,0.49,16.8,13.89,3.67,80,9.97,Poor,2,Moderate,34,62531.0,False,Moderate,1475.56,0,0.0
CO,1992,1468.0,0,661.0,Masonry,2,346652.0,1000,Rural,16,False,False,25.53,26.58,120,201505.0,0.218,30.5,50.53,4.53,79,11.18,Poor,4,Moderate,34,145147.0,False,Moderate,1660.12,0,0.0
FL,2007,2851.0,0,657.0,Fire Resistive,6,522566.0,500,Urban,7,True,False,30.02,8.89,120,402683.0,1.415,50.61,39.52,1.06,54,0.77,Excellent,1,Low,19,119883.0,False,Moderate,1626.38,0,0.0
FL,2016,2815.0,1,737.0,Frame,2,584789.0,1000,Urban,6,True,False,30.83,7.7,3,493481.0,0.132,15.92,55.64,1.16,83,26.57,Adequate,0,High,10,91308.0,False,Elevated,2272.26,0,0.0
CA,2005,3344.0,0,700.0,Masonry,3,635139.0,1000,Urban,25,False,False,19.51,46.28,120,571553.0,0.342,6.14,66.94,5.22,93,4.98,Adequate,0,Moderate,21,63586.0,True,Moderate,1780.09,0,0.0
CO,2011,3006.0,0,757.0,Fire Resistive,9,733636.0,2000,Suburban,19,True,False,0.0,12.7,120,485588.0,4.811,6.68,19.68,0.18,95,21.04,Excellent,1,High,15,248048.0,False,Elevated,2485.7,0,0.0
NY,1964,1242.0,1,590.0,Frame,7,339385.0,1000,Suburban,14,True,True,9.55,1.62,6,169737.0,0.726,25.23,46.22,3.29,38,14.64,Poor,2,Low,62,169648.0,False,Moderate,1870.65,0,0.0
LA,1962,2515.0,1,599.0,Frame,4,761062.0,500,Urban,16,False,False,2.03,30.39,7,417217.0,0.551,23.15,73.86,6.34,35,8.76,Poor,0,Low,64,343845.0,False,High,7518.32,0,0.0
TX,2010,3164.0,0,746.0,Fire Resistive,2,722370.0,1000,Rural,6,True,False,24.26,6.12,120,578090.0,1.124,39.84,32.29,1.63,69,7.07,Poor,1,Moderate,16,144280.0,False,Moderate,1374.48,0,0.0
CA,1983,800.0,0,700.0,Frame,5,104354.0,1000,Urban,15,True,False,19.61,76.21,120,125970.0,0.178,25.77,64.42,7.35,66,23.52,Poor,0,Low,43,0.0,True,Low,463.29,0,0.0
CO,2021,2524.0,0,717.0,Fire Resistive,9,442669.0,1000,Suburban,5,True,True,5.25,5.28,120,360456.0,1.626,37.41,70.5,2.16,90,10.37,Poor,4,Low,5,82213.0,False,Moderate,1075.36,1,21801.08
MA,2004,2530.0,0,700.0,Fire Resistive,4,468007.0,1000,Suburban,21,False,False,7.85,10.06,120,459415.0,0.186,26.31,64.18,3.29,94,4.15,Poor,2,Moderate,22,8592.0,True,Low,594.83,0,0.0
NY,2003,1884.0,1,707.0,Frame,6,362682.0,500,Urban,16,True,True,25.73,0.0,22,218973.0,0.574,5.46,40.07,2.6,81,12.08,Poor,0,Low,23,143709.0,False,Elevated,2218.7,0,0.0
MA,1990,1869.0,0,700.0,Frame,5,503708.0,2000,Suburban,15,False,True,22.59,34.79,120,299566.0,1.416,24.92,41.64,3.35,76,45.0,Poor,1,Moderate,36,204142.0,True,Elevated,2322.75,0,0.0
WA,1998,2238.0,1,752.0,Frame,2,509492.0,1000,Urban,2,False,False,12.97,11.43,7,438213.0,0.283,22.38,43.99,11.6,43,11.85,Adequate,1,Low,28,71279.0,False,Moderate,1638.55,0,0.0
GA,1953,2642.0,0,708.0,Masonry,3,571678.0,1000,Rural,23,False,False,12.82,1.07,120,509052.0,0.747,17.01,36.89,1.55,31,8.65,Adequate,5,Low,73,62626.0,False,Moderate,1988.99,0,0.0
FL,1995,1425.0,0,712.0,Frame,4,349989.0,5000,Suburban,6,False,False,1.69,0.31,120,183407.0,1.133,9.1,43.2,5.44,51,4.83,Adequate,1,Low,31,166582.0,False,Moderate,1123.78,0,0.0
GA,2001,2065.0,0,770.0,Masonry,4,540215.0,1000,Rural,13,True,False,18.78,1.65,120,398874.0,1.832,17.97,44.74,1.32,89,6.18,Adequate,2,Low,25,141341.0,False,Moderate,1230.07,0,0.0
LA,1981,2233.0,0,815.0,Masonry,10,514983.0,1000,Suburban,18,False,True,28.15,9.41,120,397327.0,0.836,12.19,54.61,20.76,67,15.89,Excellent,0,High,45,117656.0,False,Elevated,3272.03,0,0.0
OK,1984,2221.0,0,748.0,Frame,2,627943.0,1000,Suburban,22,True,True,16.06,28.25,120,488768.0,0.735,31.33,30.39,7.52,92,35.88,Adequate,3,Low,42,139175.0,False,Elevated,3078.03,0,0.0
CO,1994,3330.0,1,691.0,Frame,10,833677.0,500,Suburban,20,True,False,1.1,12.33,8,639675.0,4.537,24.27,70.81,1.49,80,3.08,Poor,1,Low,32,194002.0,False,High,5563.76,0,0.0
CA,2002,1471.0,0,700.0,Frame,4,170372.0,1000,Urban,4,False,False,14.35,14.86,120,273843.0,1.9,13.89,65.42,3.78,50,29.28,Adequate,0,Low,24,0.0,True,Low,629.53,0,0.0
CO,1991,2588.0,0,749.0,Frame,2,660150.0,1000,Rural,6,False,True,8.74,23.63,120,506469.0,0.298,12.54,21.41,0.32,50,7.36,Adequate,2,Moderate,35,153681.0,False,Moderate,1436.19,0,0.0
MA,2020,1217.0,1,700.0,Masonry,10,265909.0,500,Suburban,4,False,False,12.74,2.28,16,194546.0,0.954,19.88,68.17,3.55,97,0.08,Excellent,0,Low,6,71363.0,True,Low,858.95,0,0.0
Other,1991,2760.0,0,707.0,Fire Resistive,3,700481.0,1000,Urban,10,False,False,18.08,1.66,120,576287.0,0.205,32.81,32.2,6.8,64,0.92,Adequate,2,Low,35,124194.0,False,Elevated,2404.29,0,0.0
NY,2022,1414.0,0,761.0,Frame,10,220958.0,2000,Urban,11,False,False,10.4,3.11,120,318411.0,0.574,15.79,73.48,0.75,100,3.92,Adequate,0,Low,4,0.0,False,Low,593.21,0,0.0
Other,1957,2364.0,0,748.0,Frame,4,435105.0,5000,Suburban,30,False,False,19.5,19.82,120,493319.0,0.083,21.06,42.84,0.01,70,27.48,Adequate,1,Moderate,69,0.0,False,Moderate,1675.15,0,0.0
TX,1976,2772.0,0,706.0,Frame,8,754303.0,1000,Urban,15,False,False,8.85,26.59,120,533267.0,0.703,43.32,33.93,4.77,50,18.56,Adequate,5,Low,50,221036.0,False,High,6028.3,1,28496.4
Other,1981,2037.0,0,597.0,Frame,10,439758.0,2000,Suburban,15,False,False,29.79,3.34,120,402171.0,2.785,12.33,25.37,0.75,62,8.39,Excellent,1,High,45,37587.0,False,Elevated,3059.36,0,0.0
CO,1988,1905.0,0,676.0,Frame,1,286101.0,2000,Suburban,21,True,False,2.4,21.28,120,243020.0,0.331,12.53,36.11,0.71,67,12.23,Poor,4,Low,38,43081.0,False,Moderate,1014.14,0,0.0
LA,2011,1951.0,0,724.0,Frame,9,335815.0,1000,Suburban,16,True,False,11.49,0.07,120,384631.0,0.375,41.02,59.79,5.26,97,3.71,Adequate,3,Low,15,0.0,False,Moderate,1553.15,0,0.0
CO,2003,3127.0,0,695.0,Masonry,1,654772.0,5000,Suburban,13,True,False,3.25,21.93,120,440955.0,0.343,28.63,32.27,0.05,60,1.51,Poor,1,Low,23,213817.0,False,Low,830.54,0,0.0
Other,1954,2345.0,0,715.0,Frame,5,655878.0,1000,Urban,13,True,False,29.92,35.6,120,555684.0,0.33,69.22,40.94,0.67,31,6.23,Adequate,1,Low,72,100194.0,False,Elevated,2609.94,0,0.0
CA,2002,1447.0,0,700.0,Frame,4,229986.0,500,Suburban,16,False,False,20.81,44.72,120,279339.0,0.43,32.31,45.01,7.06,90,14.69,Excellent,0,High,24,0.0,True,Low,655.68,0,0.0
NY,1987,1994.0,1,623.0,Frame,2,374357.0,500,Urban,15,True,True,24.84,0.41,7,380681.0,1.194,12.67,44.28,6.86,67,1.24,Poor,2,Low,39,0.0,False,Moderate,1750.68,0,0.0
GA,1959,1510.0,0,723.0,Frame,9,283162.0,2000,Suburban,27,False,False,38.0,11.84,120,223628.0,1.053,33.99,17.72,5.11,52,1.36,Adequate,2,High,67,59534.0,False,Moderate,1904.7,1,29354.14
TX,1967,1813.0,0,542.0,Frame,6,348691.0,500,Rural,20,False,False,14.87,2.16,120,316743.0,0.52,6.64,14.62,1.56,49,5.72,Adequate,2,Low,59,31948.0,False,Moderate,1405.63,0,0.0
CO,2021,1838.0,0,659.0,Frame,6,327002.0,500,Rural,6,False,False,19.44,57.29,120,278088.0,0.621,37.35,37.54,7.96,97,6.34,Adequate,3,Low,5,48914.0,False,Moderate,1054.23,0,0.0
CO,1955,1946.0,0,741.0,Frame,1,395241.0,500,Suburban,28,False,True,29.79,68.01,120,301553.0,0.211,36.78,22.94,1.3,44,8.11,Poor,2,Low,71,93688.0,False,Elevated,2745.0,0,0.0
WA,2009,1880.0,0,621.0,Frame,5,321356.0,1000,Rural,7,False,False,5.36,32.73,120,371808.0,1.054,75.46,31.67,0.98,80,2.08,Poor,1,Low,17,0.0,False,Low,448.13,0,0.0
GA,1957,2663.0,0,666.0,Frame,1,657095.0,1000,Suburban,24,False,False,34.17,0.26,120,526701.0,0.146,7.03,35.4,5.87,42,0.13,Adequate,1,High,69,130394.0,False,Elevated,2212.15,0,0.0
TX,2001,2721.0,1,653.0,Frame,9,480268.0,2000,Rural,22,False,False,3.83,9.05,14,427766.0,1.657,16.96,50.57,2.42,87,2.1,Excellent,1,Low,25,52502.0,False,Elevated,3129.78,0,0.0
LA,1998,2716.0,1,525.0,Frame,7,636366.0,500,Rural,9,False,False,11.16,3.44,29,515644.0,0.811,26.38,44.73,11.65,65,4.19,Excellent,1,Low,28,120722.0,False,High,3882.66,0,0.0
CO,1954,2997.0,1,660.0,Frame,4,664416.0,2000,Urban,30,True,True,25.74,64.75,5,608140.0,0.779,55.8,59.84,4.34,84,30.17,Adequate,3,Low,72,56276.0,False,High,7032.93,0,0.0
LA,1981,2887.0,0,850.0,Masonry,8,706964.0,2000,Suburban,14,False,True,5.47,0.88,120,454725.0,0.397,11.15,82.99,25.25,44,16.11,Adequate,1,Moderate,45,252239.0,False,Elevated,2368.11,1,28650.57
TX,1965,1723.0,1,612.0,Frame,7,552152.0,500,Urban,25,False,False,18.2,5.05,3,380606.0,1.344,16.75,56.79,7.71,80,1.32,Adequate,2,Low,61,171546.0,False,High,4620.52,0,0.0
TX,1972,1741.0,0,735.0,Frame,7,389082.0,1000,Urban,24,False,False,19.42,5.59,120,283729.0,0.696,35.36,52.63,0.98,71,7.27,Poor,2,High,54,105353.0,False,Elevated,2376.97,0,0.0
CO,1971,2111.0,0,765.0,Frame,9,511157.0,1000,Rural,16,False,True,20.75,4.96,120,354435.0,0.666,6.47,68.53,0.62,47,11.63,Adequate,8,Low,55,156722.0,False,Elevated,3325.7,0,0.0
CA,1983,3249.0,0,700.0,Frame,4,595253.0,1000,Urban,16,True,False,16.48,2.48,120,574050.0,0.386,10.41,88.15,9.92,45,18.8,Poor,1,Low,43,21203.0,True,Moderate,1754.88,0,0.0
LA,2002,1543.0,1,667.0,Masonry,2,219286.0,500,Urban,20,False,True,21.73,0.0,23,309374.0,0.202,1.41,32.18,9.9,95,13.78,Adequate,0,Low,24,0.0,False,Low,564.54,0,0.0
TX,1972,3027.0,0,480.0,Frame,6,824746.0,1000,Suburban,27,True,False,28.83,4.68,120,571677.0,0.852,24.4,29.0,2.74,78,14.08,Adequate,1,Low,54,253069.0,False,High,3561.29,0,0.0
Other,1975,2477.0,0,631.0,Fire Resistive,6,537904.0,1000,Rural,2,True,False,13.95,13.87,120,522646.0,0.502,38.49,40.55,0.04,31,40.26,Poor,2,Low,51,15258.0,False,Moderate,1335.8,0,0.0
GA,2018,2892.0,1,722.0,Frame,5,659525.0,5000,Rural,5,False,True,8.95,0.0,3,512681.0,0.31,18.29,55.02,1.36,87,0.06,Adequate,2,Low,8,146844.0,False,Moderate,1026.77,0,0.0
OK,1958,2841.0,0,619.0,Frame,10,798398.0,2000,Rural,27,False,False,12.21,24.21,120,440119.0,5.074,40.37,41.05,2.77,42,1.98,Poor,5,Low,68,358279.0,False,High,9500.66,0,0.0
GA,2011,1802.0,1,669.0,Frame,6,368664.0,500,Rural,12,False,False,9.59,15.79,18,271639.0,0.812,23.55,23.38,2.9,92,30.59,Adequate,3,Moderate,15,97025.0,False,Low,839.37,0,0.0
Other,2012,2439.0,0,584.0,Frame,7,431873.0,500,Urban,12,True,False,30.29,1.01,120,374617.0,0.525,39.04,21.58,0.82,86,16.04,Poor,2,Low,14,57256.0,False,Elevated,2948.32,0,0.0
MA,2001,3345.0,1,700.0,Frame,9,752822.0,1000,Suburban,22,True,True,9.97,1.38,19,621736.0,0.805,6.96,52.83,5.19,90,5.42,Adequate,0,Low,25,131086.0,True,Elevated,2913.14,0,0.0
OK,1958,1608.0,0,850.0,Frame,5,393860.0,2000,Rural,22,True,False,31.39,0.06,120,282342.0,0.553,7.62,66.53,3.98,42,5.07,Adequate,4,Low,68,111518.0,False,Elevated,2708.84,0,0.0
NY,2006,2542.0,0,771.0,Frame,2,529806.0,2000,Suburban,7,False,True,6.43,19.01,120,374467.0,0.379,49.75,23.97,2.46,61,2.22,Adequate,0,High,20,155339.0,False,Low,784.76,0,0.0
WA,2006,2854.0,0,638.0,Fire Resistive,9,502706.0,2000,Rural,7,False,False,19.43,3.18,120,533444.0,0.577,14.5,81.7,1.53,62,4.46,Adequate,2,Moderate,20,0.0,False,Moderate,1527.19,0,0.0
LA,1996,2077.0,0,570.0,Frame,10,386357.0,1000,Urban,10,False,True,19.16,13.69,120,341381.0,1.385,14.19,52.43,14.88,61,23.04,Poor,0,Low,30,44976.0,False,Elevated,2500.41,0,0.0
NY,2012,2309.0,0,635.0,Frame,4,493321.0,1000,Urban,8,True,True,17.27,3.69,120,396918.0,1.639,57.0,52.62,4.69,85,1.74,Poor,1,Low,14,96403.0,False,Moderate,1022.43,0,0.0
NY,1979,2044.0,0,744.0,Fire Resistive,9,432938.0,1000,Rural,13,False,True,22.24,30.69,120,347585.0,0.764,16.61,56.69,1.62,49,45.0,Poor,0,Low,47,85353.0,False,Moderate,1711.05,0,0.0
TX,1955,1562.0,1,705.0,Frame,10,272931.0,1000,Suburban,24,False,False,13.81,7.33,18,453368.0,1.434,53.72,75.37,4.25,48,0.23,Adequate,3,High,71,0.0,False,Moderate,1968.22,0,0.0
MA,1956,1132.0,0,700.0,Frame,10,257261.0,5000,Rural,13,False,False,23.97,3.98,120,252671.0,8.781,34.49,56.61,6.0,32,1.43,Excellent,1,Low,70,4590.0,True,Moderate,1539.23,0,0.0
GA,2009,2753.0,0,695.0,Fire Resistive,2,689632.0,500,Rural,10,False,False,18.91,0.34,120,584206.0,0.191,48.41,38.71,13.69,91,5.37,Excellent,4,Moderate,17,105426.0,False,Moderate,1195.95,0,0.0
CA,1957,964.0,0,700.0,Frame,3,215960.0,1000,Urban,30,True,False,23.46,58.79,120,183393.0,0.326,30.84,87.04,6.06,77,0.83,Excellent,0,Low,69,32567.0,True,Moderate,1366.19,0,0.0
CA,2021,1451.0,0,700.0,Frame,8,198774.0,2000,Suburban,1,True,False,12.63,27.83,120,216201.0,0.589,41.93,77.72,1.7,45,1.17,Poor,3,High,5,0.0,True,Low,508.12,0,0.0
Other,1993,1910.0,0,784.0,Masonry,4,425045.0,1000,Suburban,1,True,False,30.5,5.13,120,434939.0,0.244,30.67,42.31,0.32,35,1.86,Poor,2,Low,33,0.0,False,Moderate,1071.02,0,0.0
TX,1957,2107.0,0,788.0,Frame,6,335821.0,5000,Rural,24,False,False,28.36,0.28,120,458092.0,0.827,10.29,42.69,6.51,41,4.77,Excellent,2,Moderate,69,0.0,False,Moderate,1551.26,0,0.0
MA,2010,1544.0,1,700.0,Frame,6,315021.0,2000,Urban,2,False,False,19.22,0.88,18,289041.0,0.713,35.01,47.99,0.45,57,36.22,Poor,0,Low,16,25980.0,True,Moderate,1363.59,0,0.0
NY,1952,3156.0,0,652.0,Frame,8,835709.0,1000,Suburban,29,True,True,29.01,32.97,120,592630.0,2.952,68.43,9.41,4.75,40,3.37,Excellent,0,Low,74,243079.0,False,High,6998.92,0,0.0
CO,1972,2172.0,0,787.0,Frame,5,601879.0,5000,Rural,18,False,False,26.68,11.32,120,424018.0,0.335,26.51,68.61,2.44,61,4.15,Adequate,2,Low,54,177861.0,False,Elevated,2284.82,0,0.0
CA,1961,2284.0,0,700.0,Frame,1,416643.0,1000,Rural,21,False,False,18.92,75.65,120,437939.0,0.143,45.39,47.14,2.98,40,15.02,Excellent,0,Low,65,0.0,True,Moderate,1717.59,1,32097.46
CA,1961,1971.0,1,700.0,Masonry,8,389435.0,1000,Urban,23,False,False,4.21,3.92,14,390943.0,0.528,20.01,29.41,6.81,48,18.15,Poor,1,Low,65,0.0,True,Moderate,1254.37,0,0.0
CO,1952,2880.0,1,680.0,Fire Resistive,3,727469.0,1000,Suburban,28,True,False,9.21,20.03,17,565770.0,0.763,34.27,55.3,2.18,37,12.71,Poor,2,Low,74,161699.0,False,High,5017.24,0,0.0
FL,1988,1909.0,1,625.0,Frame,9,367825.0,2000,Suburban,17,False,False,12.16,3.64,10,384456.0,0.903,24.01,75.5,0.2,78,6.99,Adequate,0,Low,38,0.0,False,Elevated,2471.72,0,0.0
MA,2004,2366.0,0,700.0,Frame,4,494145.0,500,Suburban,2,False,True,23.3,20.38,120,438435.0,0.276,33.15,82.19,0.6,47,14.65,Adequate,0,Low,22,55710.0,True,Moderate,1267.33,0,0.0
Other,1984,2349.0,1,724.0,Masonry,8,605223.0,5000,Suburban,11,False,False,9.04,29.13,4,443547.0,0.434,38.87,40.26,2.46,57,17.74,Poor,2,Moderate,42,161676.0,False,Elevated,2123.07,0,0.0
WA,2023,3717.0,1,673.0,Frame,1,988289.0,1000,Suburban,1,True,False,19.45,20.91,10,716716.0,0.164,54.58,29.41,27.63,97,1.69,Poor,1,Moderate,3,271573.0,False,Elevated,2615.17,0,0.0
FL,1989,800.0,0,638.0,Frame,1,107116.0,5000,Urban,8,True,False,28.82,25.09,120,123691.0,0.091,30.54,51.35,23.43,57,3.95,Adequate,1,Low,37,0.0,False,Low,426.26,0,0.0
NY,1964,2426.0,0,786.0,Frame,5,535867.0,2000,Urban,30,False,False,25.13,2.32,120,398099.0,1.517,27.14,32.47,1.82,90,14.61,Poor,0,Moderate,62,137768.0,False,Elevated,2494.25,0,0.0
TX,1969,2108.0,0,759.0,Fire Resistive,4,512320.0,500,Suburban,27,False,True,19.05,0.16,120,363288.0,0.397,38.07,61.42,2.57,76,0.21,Adequate,3,Low,57,149032.0,False,Moderate,1212.68,0,0.0
LA,1977,1663.0,0,596.0,Fire Resistive,8,551757.0,500,Urban,5,False,False,4.67,21.06,120,287378.0,0.491,36.83,44.36,9.13,39,9.41,Adequate,1,Low,49,264379.0,False,Elevated,2329.96,1,46529.63
NY,1957,2990.0,0,763.0,Frame,10,725189.0,1000,Suburban,23,False,False,10.35,45.37,120,495098.0,0.757,46.03,69.0,0.82,33,13.34,Adequate,0,Low,69,230091.0,False,High,4944.93,0,0.0
WA,2007,2618.0,1,632.0,Frame,7,521698.0,5000,Urban,23,True,False,9.88,13.73,28,438438.0,0.709,12.41,43.33,0.58,97,10.44,Excellent,1,Low,19,83260.0,False,High,4490.51,0,0.0
OK,1964,800.0,0,677.0,Masonry,6,179437.0,1000,Suburban,24,True,False,6.08,8.98,120,149572.0,0.96,13.03,24.66,0.04,72,9.35,Poor,3,Low,62,29865.0,False,Low,682.28,0,0.0
TX,1992,3553.0,0,850.0,Frame,10,822245.0,2000,Rural,27,True,False,18.33,10.45,120,611508.0,1.531,42.77,71.08,2.82,90,7.74,Excellent,3,Moderate,34,210737.0,False,High,4267.89,0,0.0
NY,1955,2322.0,0,743.0,Masonry,10,808775.0,1000,Suburban,29,True,False,13.1,0.16,120,461326.0,4.334,7.62,74.33,0.54,73,14.79,Adequate,0,Low,71,347449.0,False,High,6033.26,0,0.0
LA,2018,3242.0,0,697.0,Fire Resistive,9,621157.0,1000,Rural,12,True,True,10.76,11.13,120,530586.0,3.65,56.82,56.56,2.9,92,5.88,Poor,0,High,8,90571.0,False,Moderate,1604.14,0,0.0
WA,1994,1875.0,0,714.0,Frame,3,350533.0,1000,Suburban,14,False,True,24.94,17.29,120,296086.0,0.143,17.82,76.78,0.46,70,0.71,Adequate,1,Low,32,54447.0,False,Moderate,1271.46,0,0.0
FL,1983,2336.0,2,671.0,Frame,5,652765.0,1000,Rural,18,True,True,13.83,22.48,1,362261.0,0.576,6.09,60.34,0.59,69,26.49,Adequate,1,Low,43,290504.0,False,Elevated,3188.66,1,60698.68
LA,2021,2442.0,1,614.0,Frame,4,410131.0,500,Rural,7,False,False,3.53,0.02,19,457212.0,0.328,16.05,59.44,6.89,98,5.45,Excellent,0,Low,5,0.0,False,Moderate,1229.37,0,0.0
